node1,node2,combined_score
HNRNPU,SNRPD1,956
RANBP2,SNRPD1,932
GEMIN5,SNRPD1,977
NUP205,SNRPD1,913
PPIL3,SNRPD1,942
NUP35,SNRPD1,927
TCERG1,SNRPD1,848
CPSF2,SNRPD1,931
NUDT21,SNRPD1,956
SLC27A1,SLC27A4,812
ITGA3,COL6A2,711
PLOD1,COL6A2,919
PCOLCE,COL6A2,741
PLOD3,COL6A2,910
COL1A1,COL6A2,989
P3H1,COL6A2,902
COLGALT1,COL6A2,904
ITGAV,COL6A2,917
P4HA1,COL6A2,905
ITGA1,COL6A2,917
PLOD2,COL6A2,917
ITGA5,COL6A2,744
COL6A3,COL6A2,989
ITGB5,COL6A2,719
COL1A2,COL6A2,971
COL14A1,COL6A2,932
PPIB,COL6A2,907
ITGA3,CRK,767
TRIP6,CRK,940
WASL,CRK,752
EFNB3,CRK,923
RAP1B,CRK,923
DOCK7,CRK,946
PDGFRA,CRK,975
ITGAV,CRK,917
VWF,CRK,902
ITGA2B,CRK,901
GAB1,CRK,981
PRKCG,CRK,905
PIK3CA,CRK,927
PXN,CRK,996
EGFR,CRK,975
DOCK5,CRK,860
NTRK2,CRK,930
PAK1,CRK,923
DOCK1,CRK,997
BRAF,CRK,931
ELMO2,CRK,983
NCKAP1L,CRK,916
ABI2,CRK,937
ITGB5,CRK,703
ARF6,CRK,934
PGRMC1,GCN1,800
DRG2,GCN1,901
EIF2S1,GCN1,768
FAF2,GCN1,863
IMPACT,GCN1,760
NDUFB4,ATP5MG,772
ATP5F1D,ATP5MG,999
NDUFB7,ATP5MG,919
ATP6V1D,ATP5MG,928
NDUFS7,ATP5MG,799
NDUFB3,ATP5MG,778
SSR1,ATP5MG,807
COX6B1,ATP5MG,754
LMAN1,ATP5MG,732
NDUFA2,ATP5MG,809
NDUFA10,ATP5MG,716
ATP6V1E1,ATP5MG,843
COX5B,ATP5MG,867
NDUFB5,ATP5MG,833
ATP5F1B,ATP5MG,998
SCAMP2,ATP5MG,830
UQCRC2,ATP5MG,799
NDUFB10,ATP5MG,730
ATP6V1A,ATP5MG,731
NDUFS6,ATP5MG,824
NDUFB9,ATP5MG,821
NDUFC2,ATP5MG,905
ATP5PO,ATP5MG,999
ATP6V0D1,ATP5MG,902
NDUFS4,ATP5MG,885
MCM5,RRM1,960
NME3,RRM1,919
RPA3,RRM1,871
MSH2,RRM1,919
MSH6,RRM1,801
RRM2B,RRM1,999
RPA1,RRM1,864
NASP,RRM1,897
CMPK2,RRM1,938
MCM4,RRM1,984
CSE1L,RRM1,713
MCM6,RRM1,980
MCM2,RRM1,976
SAE1,RRM1,708
SSRP1,RRM1,835
SMC2,RRM1,907
RALA,RAB8A,920
VAMP3,RAB8A,767
IDH3G,RAB8A,799
TBC1D17,RAB8A,961
RAB3A,RAB8A,913
RAB35,RAB8A,918
EXOC2,RAB8A,979
LNPEP,RAB8A,926
RAB9B,RAB8A,911
RAB22A,RAB8A,912
TUBA4A,RAB8A,908
YWHAH,RAB8A,911
SNAP23,RAB8A,942
RAP1B,RAB8A,870
TUBG1,RAB8A,923
EXOC4,RAB8A,981
DCTN3,RAB8A,900
RAB21,RAB8A,917
RAB27B,RAB8A,909
RAB2A,RAB8A,916
CLASP1,RAB8A,908
TUBB4A,RAB8A,901
YWHAE,RAB8A,910
RAB10,RAB8A,982
RAB7A,RAB8A,988
PRKAR2B,RAB8A,900
RAB5A,RAB8A,988
RAB3C,RAB8A,916
RAB6B,RAB8A,911
CYP51A1,MVD,935
ACAT1,MVD,871
TM7SF2,MVD,704
CTSZ,TRAPPC2L,900
YKT6,TRAPPC2L,902
CTSC,TRAPPC2L,900
TFG,TRAPPC2L,900
LMAN1,TRAPPC2L,905
TMED2,TRAPPC2L,902
TUBB1,TUBA1C,947
TBCB,TUBA1C,949
MAPRE3,TUBA1C,782
TUBA4A,TUBA1C,950
CCT7,TUBA1C,939
TUBB2B,TUBA1C,984
PFDN1,TUBA1C,914
TUBB4A,TUBA1C,967
CCT6A,TUBA1C,927
CCT5,TUBA1C,932
GJA1,TUBA1C,804
VBP1,TUBA1C,947
CCT8,TUBA1C,927
CCT3,TUBA1C,933
CCT2,TUBA1C,945
TPI1,GPD1,739
GPD1L,GPD1,870
PPP1R12C,PPP1R14A,844
RHOB,PPP1R14A,916
RHOC,PPP1R14A,915
FAF2,UBXN6,842
UFD1,UBXN6,879
UBXN1,UBXN6,879
NANS,GLOD4,870
PPIL3,GLOD4,834
FBL,PELP1,928
RPL18A,PELP1,904
RPL19,PELP1,904
RRP9,PELP1,915
AP3B1,PELP1,873
RPL35,PELP1,904
RPL8,PELP1,904
PIK3CA,PELP1,921
NOP58,PELP1,905
RBBP5,PELP1,901
NDUFB4,NDUFA7,999
UQCRC1,NDUFA7,945
ATP5F1D,NDUFA7,898
NDUFB7,NDUFA7,999
NDUFS7,NDUFA7,999
NDUFB3,NDUFA7,998
COX6B1,NDUFA7,763
SBDS,NDUFA7,792
PHPT1,NDUFA7,741
NDUFA2,NDUFA7,999
NDUFA10,NDUFA7,999
RIDA,NDUFA7,794
COX5B,NDUFA7,923
NDUFB5,NDUFA7,998
NDUFS3,NDUFA7,999
NDUFA9,NDUFA7,999
UQCRC2,NDUFA7,932
NDUFB10,NDUFA7,999
ECSIT,NDUFA7,913
TIMM44,NDUFA7,865
NDUFS6,NDUFA7,999
NDUFB11,NDUFA7,999
NDUFB9,NDUFA7,999
NDUFC2,NDUFA7,998
NDUFS4,NDUFA7,999
ATP5MG,NDUFA7,776
GSR,PRDX2,765
GAPDH,PRDX2,738
TPI1,PRDX2,752
CAT,PRDX2,923
PRDX1,PRDX2,869
PRDX5,PRDX2,976
SOD1,PRDX2,956
BAX,PRDX2,829
MRPS35,MRPL58,988
NDUFB7,MRPL58,885
MRPS7,MRPL58,997
PTCD3,MRPL58,991
MRPS36,MRPL58,962
MRPL44,MRPL58,994
RPL35,MRPL58,756
SPECC1,MRPL58,788
RPL8,MRPL58,765
RPS11,MRPL58,822
MRPS5,MRPL58,995
MRPS28,MRPL58,988
RPS3,MRPL58,761
MRPL49,MRPL58,990
RPS23,MRPL58,721
NDUFB4,ATP5PD,764
UQCRC1,ATP5PD,869
ATP5F1D,ATP5PD,999
NDUFB7,ATP5PD,919
ACO2,ATP5PD,730
ATP6V1D,ATP5PD,921
NDUFS7,ATP5PD,782
HSPE1,ATP5PD,772
NDUFB3,ATP5PD,923
COX6B1,ATP5PD,882
PMPCB,ATP5PD,715
NDUFA2,ATP5PD,801
NDUFA10,ATP5PD,912
ATP6V1E1,ATP5PD,824
COX5B,ATP5PD,971
NDUFB5,ATP5PD,946
ATP5F1B,ATP5PD,999
NDUFS3,ATP5PD,957
NDUFA9,ATP5PD,887
UQCRC2,ATP5PD,952
NDUFB10,ATP5PD,957
SOD1,ATP5PD,943
RPS11,ATP5PD,834
ATP6V1A,ATP5PD,791
NDUFS6,ATP5PD,799
NDUFB11,ATP5PD,880
NDUFB9,ATP5PD,957
NDUFC2,ATP5PD,856
ATP5PO,ATP5PD,999
ATP6V0D1,ATP5PD,905
NDUFS4,ATP5PD,959
ATP5MG,ATP5PD,999
NDUFA7,ATP5PD,826
DECR1,ECI1,825
ACADS,ECI1,740
SF3A1,SRRM2,953
SNRPD3,SRRM2,992
PHF5A,SRRM2,956
PABPN1,SRRM2,909
PNN,SRRM2,846
CSTF1,SRRM2,900
HNRNPL,SRRM2,921
SF3A2,SRRM2,995
DDX5,SRRM2,950
PRPF19,SRRM2,996
SRSF9,SRRM2,943
SF3B6,SRRM2,928
SNRPA,SRRM2,944
SNRPC,SRRM2,944
SYMPK,SRRM2,913
SNRPB2,SRRM2,993
LSM8,SRRM2,914
LSM7,SRRM2,915
FUS,SRRM2,919
SNRPA1,SRRM2,998
PRPF38A,SRRM2,923
SRSF1,SRRM2,956
SNW1,SRRM2,996
RBM25,SRRM2,978
ACIN1,SRRM2,972
SNRNP40,SRRM2,980
DNAJC8,SRRM2,924
PRPF6,SRRM2,967
SNRPF,SRRM2,993
DHX38,SRRM2,989
EIF4A3,SRRM2,991
SF3B4,SRRM2,958
HNRNPU,SRRM2,934
PPIL3,SRRM2,918
TRA2A,SRRM2,808
CPSF2,SRRM2,911
NUDT21,SRRM2,904
SNRPD1,SRRM2,991
RFC2,DDB1,917
RPA3,DDB1,930
PRPF19,DDB1,944
SKP1,DDB1,787
UNG,DDB1,931
UBE2M,DDB1,961
RPA1,DDB1,925
YY1,DDB1,916
SAMHD1,DDB1,770
COMMD9,DDB1,913
COPS4,DDB1,978
CUL3,DDB1,875
RBBP5,DDB1,936
COPS3,DDB1,953
RPS27A,DDB1,922
DCUN1D1,DDB1,937
COPS2,DDB1,977
CHMP4B,VPS37C,962
VPS4B,VPS37C,963
TSG101,VPS37C,991
VPS4A,VPS37C,971
CHMP2B,VPS37C,934
STAM2,VPS37C,925
RPS27A,VPS37C,900
ERLIN2,HNRNPUL2,777
FIS1,MFF,895
PSMA4,LSM3,739
SF3A1,LSM3,986
SNRPD3,LSM3,999
PHF5A,LSM3,998
PSMA3,LSM3,726
PABPN1,LSM3,929
CSTF1,LSM3,909
HNRNPL,LSM3,964
SF3A2,LSM3,974
DDX5,LSM3,934
PRPF19,LSM3,947
SART3,LSM3,940
SRSF9,LSM3,917
SF3B6,LSM3,966
SNRPA,LSM3,985
SNRPC,LSM3,929
SYMPK,LSM3,904
SNRPB2,LSM3,997
LSM8,LSM3,999
LSM7,LSM3,999
FUS,LSM3,912
SNRPA1,LSM3,997
PRPF38A,LSM3,996
SRSF1,LSM3,963
SNW1,LSM3,927
RBM25,LSM3,790
SNRNP40,LSM3,996
DNAJC8,LSM3,929
NOP58,LSM3,739
PRPF6,LSM3,996
SNRPF,LSM3,999
DHX38,LSM3,905
EIF4A3,LSM3,948
SF3B4,LSM3,965
HNRNPU,LSM3,939
PPIL3,LSM3,945
CPSF2,LSM3,903
NUDT21,LSM3,944
SNRPD1,LSM3,999
SRRM2,LSM3,917
ATP6V1D,ATP6V1G2,995
ATP6V1E1,ATP6V1G2,997
ATP6V0A1,ATP6V1G2,984
ATP6V1A,ATP6V1G2,988
ATP6V1B2,ATP6V1G2,992
ATP6V0D1,ATP6V1G2,991
VCL,MAP2K1,934
MAPK1,MAP2K1,991
CSK,MAP2K1,939
PPP2CB,MAP2K1,853
EFNB3,MAP2K1,903
NFKB1,MAP2K1,937
ZC3HAV1,MAP2K1,900
YWHAH,MAP2K1,906
RAP1B,MAP2K1,932
AP3B1,MAP2K1,902
KRAS,MAP2K1,986
PEBP1,MAP2K1,963
VWF,MAP2K1,912
ITGA2B,MAP2K1,915
MAP2K2,MAP2K1,982
GAB1,MAP2K1,922
MAPK3,MAP2K1,991
PIK3CA,MAP2K1,973
YWHAE,MAP2K1,940
STAT3,MAP2K1,965
PAPSS1,MAP2K1,906
IQGAP1,MAP2K1,947
RPS27A,MAP2K1,911
PAK1,MAP2K1,959
BRAF,MAP2K1,999
VCL,LRG1,900
CTSZ,LRG1,902
CTSH,LRG1,903
ALDOC,LRG1,902
NFKB1,LRG1,903
LTA4H,LRG1,900
LTF,LRG1,915
CTSD,LRG1,903
CHI3L1,LRG1,910
ORM1,LRG1,937
GGH,LRG1,900
LYZ,LRG1,910
ERP44,LRG1,901
CNN2,LRG1,900
FTH1,LRG1,906
KPNB1,LRG1,900
PDXK,LRG1,900
CSTB,LRG1,900
PTX3,LRG1,910
PPBP,LRG1,904
FBL,UBTF,817
MAPK3,UBTF,952
MTA2,UBTF,930
MAPK1,GUSB,910
ARSA,GUSB,954
CTSG,GUSB,925
PYGB,GUSB,914
MPO,GUSB,953
CTSC,GUSB,931
GAPDH,GUSB,813
CTSD,GUSB,722
TTR,GUSB,921
C3,GUSB,918
PYCARD,GUSB,902
IDUA,GUSB,722
ACLY,GUSB,904
ACTR10,GUSB,901
GNS,GUSB,947
GGH,GUSB,905
SDCBP,GUSB,904
LYZ,GUSB,906
HEXB,GUSB,947
FAF2,GUSB,900
ARSB,GUSB,962
GALNS,GUSB,950
CCT8,GUSB,900
FABP5,GUSB,901
CCT2,GUSB,905
EIF3G,PAIP1,898
EIF4A3,PAIP1,936
EIF4A1,PAIP1,996
MAPK1,PA2G4,905
ARSA,PA2G4,900
CTSG,PA2G4,901
PSMA3,PA2G4,715
PYGB,PA2G4,904
FBL,PA2G4,800
RPL18A,PA2G4,925
MPO,PA2G4,900
RPL19,PA2G4,721
CTSC,PA2G4,903
RRP9,PA2G4,780
TTR,PA2G4,905
C3,PA2G4,900
PYCARD,PA2G4,900
RPS16,PA2G4,757
EIF2S3,PA2G4,728
GRWD1,PA2G4,805
ACLY,PA2G4,905
ACTR10,PA2G4,906
CCT7,PA2G4,810
GNS,PA2G4,900
RPL35,PA2G4,809
GGH,PA2G4,902
SDCBP,PA2G4,900
LYZ,PA2G4,900
HEXB,PA2G4,901
FAF2,PA2G4,901
RPL8,PA2G4,900
DDX18,PA2G4,762
NOP58,PA2G4,822
ARSB,PA2G4,900
GALNS,PA2G4,900
NHP2,PA2G4,730
CCT5,PA2G4,844
CCT8,PA2G4,980
ABCE1,PA2G4,788
FABP5,PA2G4,900
CCT2,PA2G4,986
GUSB,PA2G4,901
EIF3D,RPS9,974
PSMA3,RPS9,708
EIF5,RPS9,951
EEF1A2,RPS9,858
EIF3E,RPS9,999
FBL,RPS9,994
RPL18A,RPS9,999
SEC61B,RPS9,997
RPL19,RPS9,999
RPS12,RPS9,999
RRP9,RPS9,985
RPN2,RPS9,900
SEC61A1,RPS9,998
SSR1,RPS9,908
MRPS7,RPS9,961
EIF3K,RPS9,987
RPS16,RPS9,999
EIF2S3,RPS9,998
EIF3G,RPS9,998
EEFSEC,RPS9,945
EIF2S1,RPS9,994
CCT7,RPS9,774
RPL35,RPS9,999
RTCA,RPS9,800
PSMD11,RPS9,762
EIF3J,RPS9,907
TRAM1,RPS9,900
RPL8,RPS9,999
SPCS2,RPS9,900
NOP58,RPS9,981
EIF4H,RPS9,947
SRP14,RPS9,996
EIF4A3,RPS9,937
RPS11,RPS9,999
PSMA5,RPS9,727
RPS27A,RPS9,999
MRPS5,RPS9,839
PELO,RPS9,877
RPS3,RPS9,999
CCT5,RPS9,755
DENR,RPS9,885
CCT8,RPS9,741
EIF5B,RPS9,986
EIF4A1,RPS9,953
RPN1,RPS9,902
ABCE1,RPS9,970
RPS23,RPS9,999
CCT2,RPS9,756
PELP1,RPS9,906
FKBP4,HSPA4,903
AAAS,HSPA4,903
ST13,HSPA4,981
PSMA3,HSPA4,734
AHSA1,HSPA4,914
STUB1,HSPA4,987
SGTA,HSPA4,802
GAPDH,HSPA4,765
TTC1,HSPA4,838
NUP155,HSPA4,925
HSPE1,HSPA4,898
ENO1,HSPA4,758
CAT,HSPA4,722
LRP1,HSPA4,726
TRAP1,HSPA4,767
CANX,HSPA4,763
HSPB1,HSPA4,908
DNAJB1,HSPA4,999
NUP210,HSPA4,902
HSPA12B,HSPA4,966
HSPBP1,HSPA4,979
CCT7,HSPA4,910
NUP133,HSPA4,908
DNAJB6,HSPA4,974
DNAJA3,HSPA4,880
DNAJC10,HSPA4,813
NUP54,HSPA4,921
GRPEL1,HSPA4,984
SOD1,HSPA4,791
TIMM44,HSPA4,728
EGFR,HSPA4,780
CCT6A,HSPA4,848
HIKESHI,HSPA4,964
CCT5,HSPA4,883
RANBP2,HSPA4,940
OLA1,HSPA4,820
HSPA13,HSPA4,938
NUP205,HSPA4,907
CCT8,HSPA4,893
CLPB,HSPA4,889
NUP35,HSPA4,903
CCT3,HSPA4,856
HSPA4L,HSPA4,907
HSPA9,HSPA4,986
CCT2,HSPA4,917
HSP90B1,HSPA4,902
PA2G4,HSPA4,761
ARF5,TMED10,925
ZW10,TMED10,907
CTSZ,TMED10,905
DCTN6,TMED10,905
YKT6,TMED10,911
SEC61B,TMED10,865
NAGLU,TMED10,976
CTSC,TMED10,901
BNIP1,TMED10,906
TFG,TMED10,910
COPB1,TMED10,958
DAD1,TMED10,837
LMAN1,TMED10,970
ACTR10,TMED10,911
DYNC1LI2,TMED10,900
DCTN3,TMED10,900
KLC4,TMED10,900
PREB,TMED10,924
TMED2,TMED10,999
COPE,TMED10,939
CAPZA1,TMED10,904
ARFGAP3,TMED10,925
NAPA,TMED10,925
SPTBN4,TMED10,901
ARCN1,TMED10,945
ANK1,TMED10,901
DYNC1LI1,TMED10,900
ANK3,TMED10,907
NBAS,TMED10,902
NCSTN,TMED10,983
COG5,TMED10,902
PPIB,TMED10,755
DCTN5,TMED10,902
TRAPPC2L,TMED10,900
AHCY,MAT2A,897
PLIN3,MTCH2,738
NDUFA2,MTCH2,843
NDUFB5,MTCH2,877
ATP5F1B,MTCH2,740
NDUFS3,MTCH2,818
NDUFB9,MTCH2,899
GNPDA2,MTCH2,845
ATP5MG,MTCH2,842
SORD,DCXR,918
AKR1B1,DCXR,940
CTSZ,LMAN2,939
YKT6,LMAN2,905
CTSC,LMAN2,924
TFG,LMAN2,902
LMAN1,LMAN2,922
PREB,LMAN2,908
TMED2,LMAN2,987
NAPA,LMAN2,902
NDUFS3,LMAN2,828
TRAPPC2L,LMAN2,900
TMED10,LMAN2,989
FNTB,FNTA,999
MECR,CBR4,804
CBR3,CBR4,793
FKBP4,PPID,936
PPP5C,PPID,948
MAPK1,PPID,943
AHSA1,PPID,866
CDC37,PPID,725
TRAP1,PPID,737
DNAJB1,PPID,945
MAPK3,PPID,910
SLC25A4,PPID,943
S100A1,PPID,944
HSPA4,PPID,724
CAP2,TWF2,904
RHOB,ABR,924
RHOC,ABR,924
FAF2,TMEM43,871
MRPS5,TMEM43,787
EIF3E,COPS6,763
SKP1,COPS6,961
PLCG1,COPS6,900
EIF3K,COPS6,710
UBE2M,COPS6,856
YY1,COPS6,900
ELOB,COPS6,925
COMMD9,COPS6,909
COPS4,COPS6,999
CUL3,COPS6,982
RBBP5,COPS6,906
PSMD3,COPS6,788
FBXL20,COPS6,901
FBXO7,COPS6,952
COPS3,COPS6,999
RPS27A,COPS6,930
DCUN1D1,COPS6,940
COPS2,COPS6,999
DDB1,COPS6,974
RCN1,SCG2,900
SERPIND1,SCG2,902
LGALS1,SCG2,900
CHGA,SCG2,860
PCSK1N,SCG2,746
TIMP1,SCG2,900
SCG3,SCG2,987
LAMB1,SCG2,900
WFS1,SCG2,902
APOB,SCG2,900
APOA1,SCG2,902
C3,SCG2,900
VGF,SCG2,970
APOE,SCG2,904
LAMC1,SCG2,903
ADAM10,SCG2,900
CP,SCG2,900
KNG1,SCG2,911
VCAN,SCG2,902
TNC,SCG2,905
MFGE8,SCG2,900
CDH2,SCG2,910
APP,SCG2,910
IGFBP7,SCG2,909
ALB,SCG2,911
HSP90B1,SCG2,902
LBP,CD14,980
EIF2AK2,CD14,902
RIPK1,CD14,902
NDUFS3,CD14,898
VCAN,CD14,906
NDUFA9,CD14,803
RPS27A,CD14,900
GNA12,CD14,800
CSF1R,CD14,843
FCER1G,CD14,732
NDUFS4,CD14,909
KNG1,THOP1,710
AHSA1,FASN,720
ACLY,FASN,994
ACSBG1,FASN,920
CPT1A,FASN,780
DLAT,FASN,850
ACOX1,FASN,715
VCL,CTNNA1,998
NUTF2,CTNNA1,900
GSK3A,CTNNA1,783
VASP,CTNNA1,913
RAP1B,CTNNA1,919
ACTN4,CTNNA1,915
EXOC4,CTNNA1,900
ADAM10,CTNNA1,915
SPAG9,CTNNA1,903
PIK3CA,CTNNA1,923
NECTIN1,CTNNA1,918
IQGAP1,CTNNA1,942
CDH11,CTNNA1,927
CDH13,CTNNA1,927
CDH2,CTNNA1,989
RAB5A,CTNNA1,900
IQGAP2,CTNNA1,915
GNA12,CTNNA1,939
EGFR,CTNNA1,962
NTRK2,CTNNA1,901
PAK1,CTNNA1,904
TJP1,CTNNA1,975
GJA1,CTNNA1,934
CA2,CTNNA1,900
GRIA2,CTNNA1,901
NME3,DTYMK,918
NT5C,DTYMK,925
RRM2B,DTYMK,952
CMPK2,DTYMK,902
NT5E,DTYMK,900
TK2,DTYMK,943
RRM1,DTYMK,969
PXN,NUDCD2,787
SF3A1,CD2BP2,959
SNRPD3,CD2BP2,935
PHF5A,CD2BP2,921
PABPN1,CD2BP2,912
CSTF1,CD2BP2,902
HNRNPL,CD2BP2,913
SF3A2,CD2BP2,980
DDX5,CD2BP2,920
PRPF19,CD2BP2,920
SRSF9,CD2BP2,916
SF3B6,CD2BP2,900
SNRPA,CD2BP2,952
SNRPC,CD2BP2,911
SYMPK,CD2BP2,904
SNRPB2,CD2BP2,936
LSM8,CD2BP2,908
LSM7,CD2BP2,934
FUS,CD2BP2,904
SNRPA1,CD2BP2,924
PRPF38A,CD2BP2,939
SRSF1,CD2BP2,936
SNW1,CD2BP2,928
SNRNP40,CD2BP2,988
DNAJC8,CD2BP2,902
PRPF6,CD2BP2,999
SNRPF,CD2BP2,955
DHX38,CD2BP2,939
EIF4A3,CD2BP2,906
SF3B4,CD2BP2,942
HNRNPU,CD2BP2,918
PPIL3,CD2BP2,904
CPSF2,CD2BP2,906
NUDT21,CD2BP2,906
SNRPD1,CD2BP2,985
SRRM2,CD2BP2,928
LSM3,CD2BP2,916
LDAH,HS1BP3,812
RPL18A,SRP9,981
SEC61B,SRP9,926
RPL19,SRP9,909
RPS12,SRP9,994
RPN2,SRP9,900
SEC61A1,SRP9,939
SSR1,SRP9,908
RPS16,SRP9,985
RPL35,SRP9,969
TRAM1,SRP9,908
RPL8,SRP9,996
SNRPF,SRP9,711
SRP14,SRP9,999
RPS11,SRP9,987
RPS27A,SRP9,919
RPS3,SRP9,975
RPN1,SRP9,900
RPS23,SRP9,989
RPS9,SRP9,987
VAMP3,STX8,913
STX1B,STX8,780
SNAP29,STX8,854
VPS18,STX8,797
STX1A,STX8,918
YKT6,STX8,966
SNAP23,STX8,812
SNAP25,STX8,769
STX6,STX8,917
NAPA,STX8,913
VPS51,STX8,832
HEBP1,GNB2,900
GNA11,GNB2,992
MAPK1,GNB2,735
C5,GNB2,900
GNB4,GNB2,901
C3,GNB2,900
RRAS,GNB2,715
KRAS,GNB2,720
RRAS2,GNB2,721
CCT7,GNB2,904
GNB5,GNB2,907
GNAO1,GNB2,987
MAPK3,GNB2,773
PRKCG,GNB2,903
AKT3,GNB2,912
PIK3CA,GNB2,902
KNG1,GNB2,900
GNA12,GNB2,957
CCT6A,GNB2,923
CCT5,GNB2,911
APP,GNB2,903
GNAQ,GNB2,989
CCT8,GNB2,911
GNG3,GNB2,999
CCT3,GNB2,911
PPBP,GNB2,900
PF4,GNB2,900
CCT2,GNB2,912
SLC32A1,NLGN2,771
EPB41L5,NLGN2,910
MAPK1,PRKCB,927
DECR1,PRKCB,935
PPP2CB,PRKCB,778
CD38,PRKCB,822
GNB4,PRKCB,906
PLCG1,PRKCB,937
KRAS,PRKCB,920
LMNB1,PRKCB,933
GNB5,PRKCB,906
MAPK3,PRKCB,930
PLD2,PRKCB,916
PRKCG,PRKCB,906
RASA1,PRKCB,914
EGFR,PRKCB,945
GRIA4,PRKCB,922
BRAF,PRKCB,909
LEMD2,PRKCB,900
GNG3,PRKCB,914
GRIA2,PRKCB,956
CRK,PRKCB,905
PPP1R14A,PRKCB,903
GNB2,PRKCB,904
HEBP1,S1PR1,900
MAPK1,S1PR1,916
C5,S1PR1,901
GNB4,S1PR1,900
PLCG1,S1PR1,901
C3,S1PR1,904
GNB5,S1PR1,900
GNAO1,S1PR1,900
MAPK3,S1PR1,939
PIK3CA,S1PR1,900
STAT3,S1PR1,970
KNG1,S1PR1,907
APP,S1PR1,902
GNG3,S1PR1,902
PPBP,S1PR1,900
PF4,S1PR1,902
GNB2,S1PR1,901
RFC2,FEN1,983
MCM5,FEN1,981
APEX1,FEN1,992
RPA3,FEN1,989
MSH2,FEN1,990
MSH6,FEN1,981
UNG,FEN1,895
RPA1,FEN1,987
NASP,FEN1,876
MCM4,FEN1,984
MCM6,FEN1,991
MCM2,FEN1,988
CDK2,FEN1,725
EXOG,FEN1,838
RRM1,FEN1,952
NASP,SPATA5L1,704
UFD1,SPATA5L1,859
SF3A1,PCBP1,923
SNRPD3,PCBP1,962
PHF5A,PCBP1,927
PABPN1,PCBP1,947
CSTF1,PCBP1,910
HNRNPL,PCBP1,993
SF3A2,PCBP1,977
DDX5,PCBP1,954
PRPF19,PCBP1,953
SRSF9,PCBP1,938
SF3B6,PCBP1,925
TARDBP,PCBP1,821
SNRPA,PCBP1,980
SNRPC,PCBP1,925
SYMPK,PCBP1,906
SNRPB2,PCBP1,937
LSM8,PCBP1,924
LSM7,PCBP1,904
FUS,PCBP1,915
SNRPA1,PCBP1,920
PRPF38A,PCBP1,904
SRSF1,PCBP1,980
SNW1,PCBP1,908
SNRNP40,PCBP1,918
DNAJC8,PCBP1,929
CPT1A,PCBP1,820
PRPF6,PCBP1,916
SNRPF,PCBP1,961
DHX38,PCBP1,902
EIF4A3,PCBP1,940
SF3B4,PCBP1,907
HNRNPU,PCBP1,952
PPIL3,PCBP1,977
TCERG1,PCBP1,711
CPSF2,PCBP1,907
NUDT21,PCBP1,948
SNRPD1,PCBP1,948
SRRM2,PCBP1,911
LSM3,PCBP1,938
CD2BP2,PCBP1,900
STX1B,VAMP5,809
SNAP29,VAMP5,839
STX1A,VAMP5,852
YKT6,VAMP5,872
SNAP23,VAMP5,873
SNAP25,VAMP5,865
STX6,VAMP5,812
NAPA,VAMP5,820
STX8,VAMP5,844
MRPS35,MRPL39,979
MRPS7,MRPL39,983
PTCD3,MRPL39,975
MRPS36,MRPL39,908
MRPL44,MRPL39,995
MRPS5,MRPL39,982
MRPS28,MRPL39,916
MRPL49,MRPL39,983
MRPL58,MRPL39,991
SLC2A3,GAA,905
SNAP29,GAA,903
MTHFD1,GAA,736
TMEM30A,GAA,902
SNAP23,GAA,900
COPB1,GAA,902
RAP1B,GAA,900
BST2,GAA,902
SNAP25,GAA,900
ADAM10,GAA,901
DNAJC13,GAA,900
ITGA2B,GAA,713
ARL8A,GAA,903
GGCT,GAA,893
LAMTOR1,GAA,901
NDUFC2,GAA,904
LPCAT1,GAA,904
STOM,GAA,900
FCER1G,GAA,902
NCSTN,GAA,904
DYNC1LI2,HOOK3,743
DYNC1LI1,HOOK3,976
SF3A1,SF3B3,998
SNRPD3,SF3B3,998
PHF5A,SF3B3,999
PABPN1,SF3B3,966
CSTF1,SF3B3,937
HNRNPL,SF3B3,944
SF3A2,SF3B3,999
DDX5,SF3B3,938
PRPF19,SF3B3,999
SRSF9,SF3B3,932
SF3B6,SF3B3,998
SNRPA,SF3B3,987
SNRPC,SF3B3,952
SYMPK,SF3B3,923
SNRPB2,SF3B3,999
HSPB1,SF3B3,740
LSM8,SF3B3,996
LSM7,SF3B3,997
FUS,SF3B3,916
SNRPA1,SF3B3,999
PRPF38A,SF3B3,997
SRSF1,SF3B3,965
SNW1,SF3B3,989
RBM25,SF3B3,938
SNRNP40,SF3B3,989
DNAJC8,SF3B3,912
PRPF6,SF3B3,999
SNRPF,SF3B3,998
DHX38,SF3B3,973
EIF4A3,SF3B3,945
SF3B4,SF3B3,999
HNRNPU,SF3B3,928
PPIL3,SF3B3,934
TCERG1,SF3B3,886
CPSF2,SF3B3,921
NUDT21,SF3B3,929
SNRPD1,SF3B3,998
SRRM2,SF3B3,987
LSM3,SF3B3,996
CD2BP2,SF3B3,959
PCBP1,SF3B3,919
VAMP3,STX18,768
ZW10,STX18,997
STX1B,STX18,766
SNAP29,STX18,891
STX1A,STX18,788
YKT6,STX18,948
BNIP1,STX18,998
SNAP23,STX18,856
COPB1,STX18,903
SNAP25,STX18,844
STX6,STX18,955
KLC4,STX18,900
TMED2,STX18,900
COPE,STX18,907
NAPA,STX18,979
ARCN1,STX18,936
NBAS,STX18,995
TMED10,STX18,952
